name,named_after,sex_or_gender,date_of_birth,date_of_death
Massenet,Jules Massenet,male,1842-05-12T00:00:00Z,1912-08-13T00:00:00Z
Schmiedmayer,Jörg Schmiedmayer,male,1960-08-13T00:00:00Z,
Kruszelnicki,Karl Kruszelnicki,male,1948-01-01T00:00:00Z,
Adamspencer,Adam Spencer,male,1969-01-29T00:00:00Z,
Balzac,Honoré de Balzac,male,1799-05-20T00:00:00Z,1850-08-18T00:00:00Z
Misik,Vladimír Mišík,male,1947-03-08T00:00:00Z,
Caesar,Julius Caesar,male,0100-07-12T00:00:00Z,0144-03-15T00:00:00Z
Peckova,Dagmar Pecková,female,1961-04-04T00:00:00Z,
Ricco,Annibale Riccò,male,1844-09-14T00:00:00Z,1919-09-23T00:00:00Z
Bellini,Vincenzo Bellini,male,1801-11-03T00:00:00Z,1835-09-23T00:00:00Z
Chasles,Michel Chasles,male,1793-11-15T00:00:00Z,1880-12-18T00:00:00Z
Broglio,Luigi Broglio,male,1911-11-11T00:00:00Z,2001-01-14T00:00:00Z
Christoffel,Elwin Bruno Christoffel,male,1829-11-10T00:00:00Z,1900-03-15T00:00:00Z
Maoyisheng,Mao Yisheng,male,1896-01-09T00:00:00Z,1989-11-12T00:00:00Z
Bovet,Daniel Bovet,male,1907-03-23T00:00:00Z,1992-04-08T00:00:00Z
Battiato,Franco Battiato,male,1945-03-23T00:00:00Z,2021-05-18T00:00:00Z
Coxeter,Harold Scott MacDonald Coxeter,male,1907-02-09T00:00:00Z,2003-03-31T00:00:00Z
Superbus,Lucius Tarquinius Superbus,male,0600-01-01T00:00:00Z,0495-01-01T00:00:00Z
Jacqueslaskar,Jacques Laskar,male,1955-04-28T00:00:00Z,
Arthurdent,Arthur Dent,male,2000-01-01T00:00:00Z,
Baudelaire,Charles Baudelaire,male,1821-04-09T00:00:00Z,1867-08-31T00:00:00Z
Danielsson,Kikki Danielsson,female,1952-05-10T00:00:00Z,
Nouet,Nicolas-Antoine Nouet,male,1740-08-30T00:00:00Z,1811-04-24T00:00:00Z
van Rysselberghe,Théo van Rysselberghe,male,1862-11-23T00:00:00Z,1926-12-14T00:00:00Z
Vil'bakirov,Vil' Savbanovitch Bakirov,male,1946-06-08T00:00:00Z,
Darboux,Jean Gaston Darboux,male,1842-08-14T00:00:00Z,1917-02-23T00:00:00Z
Whiteley,Brett Whiteley,male,1939-04-07T00:00:00Z,1992-06-15T00:00:00Z
Grauer,Albert D. Grauer,male,1942-01-01T00:00:00Z,
Tammann,Gustav Andreas Tammann,male,1932-07-24T00:00:00Z,2019-01-06T00:00:00Z
Larryrobinson,Larry Robinson,male,2000-01-01T00:00:00Z,
Matsuura,Matsuura Takeshirō,male,1818-03-12T00:00:00Z,1888-02-10T00:00:00Z
Torasan,Kiyoshi Atsumi,male,1928-03-10T00:00:00Z,1996-08-04T00:00:00Z
Mravinskij,Yevgeny Mravinsky,male,1903-06-04T00:00:00Z,1988-01-19T00:00:00Z
Rathnasree,Nandivada Rathnasree,female,1963-11-26T00:00:00Z,2021-05-09T00:00:00Z
Loos,Adolf Loos,male,1870-12-10T00:00:00Z,1933-08-23T00:00:00Z
Le Clezio,Jean-Marie Gustave Le Clézio,male,1940-04-13T00:00:00Z,
Apian,Petrus Apianus,male,1495-04-16T00:00:00Z,1552-04-21T00:00:00Z
Heco,Joseph Heco,male,1837-09-20T00:00:00Z,1897-12-12T00:00:00Z
Peterpiot,Peter Piot,male,1949-02-17T00:00:00Z,
Stradivari,Antonio Stradivari,male,1644-01-01T00:00:00Z,1737-12-18T00:00:00Z
Morihiroshi,Hiroshi Mori,male,1958-06-01T00:00:00Z,
Peiresc,Nicolas-Claude Fabri de Peiresc,male,1580-12-01T00:00:00Z,1637-06-24T00:00:00Z
van Schurman,Anna Maria van Schurman,female,1607-11-05T00:00:00Z,1678-05-04T00:00:00Z
Lavater,Johann Kaspar Lavater,male,1741-11-15T00:00:00Z,1801-01-02T00:00:00Z
Zhangcunhao,Zhang Cunhao,male,1928-02-23T00:00:00Z,2024-07-12T00:00:00Z
Karelzeman,Karel Zeman,male,1910-11-03T00:00:00Z,1989-04-05T00:00:00Z
Denjoy,Arnaud Denjoy,male,1884-01-05T00:00:00Z,1974-01-21T00:00:00Z
Yukyung,Yuk L. Yung,male,1946-01-01T00:00:00Z,
Axelcronstedt,Axel Fredrik Cronstedt,male,1722-12-23T00:00:00Z,1765-08-19T00:00:00Z
Standing Bear,Standing Bear,male,1829-01-01T00:00:00Z,1908-09-03T00:00:00Z
Legault,Thierry Legault,male,1962-01-01T00:00:00Z,
Robertocarlos,Roberto Carlos,male,1941-04-19T00:00:00Z,
Paolofrisi,Paolo Frisi,male,1728-04-13T00:00:00Z,1784-11-22T00:00:00Z
Rowanatkinson,Rowan Atkinson,male,1955-01-06T00:00:00Z,
Kirkdouglas,Kirk Douglas,male,1916-12-09T00:00:00Z,2020-02-05T00:00:00Z
Noordung,Herman Potočnik,male,1892-12-22T00:00:00Z,1929-08-27T00:00:00Z
Duhamel,Jean-Marie Duhamel,male,1797-02-05T00:00:00Z,1872-04-29T00:00:00Z
Serra,Guy Serra,male,1947-07-30T00:00:00Z,2000-08-15T00:00:00Z
Rusjan,Edvard Rusjan,male,1886-06-06T00:00:00Z,1911-01-09T00:00:00Z
Allen,Clabon Allen,male,1904-12-28T00:00:00Z,1987-12-11T00:00:00Z
Machiavelli,Niccolò Machiavelli,male,1469-05-03T00:00:00Z,1527-06-21T00:00:00Z
Antoniromanya,Antoni Romañà i Pujó,male,1900-03-21T00:00:00Z,1981-10-12T00:00:00Z
Bochkarev,Nikolay Gennadievich Bochkaryov,male,1947-05-19T00:00:00Z,2022-12-24T00:00:00Z
Pogorelov,Aleksei Pogorelov,male,1919-03-03T00:00:00Z,2002-12-17T00:00:00Z
Holly,Ján Hollý,male,1785-03-24T00:00:00Z,1849-04-14T00:00:00Z
Davidfreedman,David A. Freedman,male,1938-03-05T00:00:00Z,2008-01-01T00:00:00Z
Johannpeter,Johann Peter Hebel,male,1760-05-10T00:00:00Z,1826-09-22T00:00:00Z
Tresini,Domenico Trezzini,male,1670-01-01T00:00:00Z,1734-02-19T00:00:00Z
Binoche,Juliette Binoche,female,1964-03-09T00:00:00Z,
Tillysmith,Tilly Smith,female,1994-01-01T00:00:00Z,
Albertus Magnus,Albertus Magnus,male,1200-01-01T00:00:00Z,1280-11-15T00:00:00Z
Ranke,Leopold von Ranke,male,1795-12-21T00:00:00Z,1886-05-23T00:00:00Z
Annalisa,Annalisa,female,1985-08-05T00:00:00Z,
Rietschel,Ernst Friedrich August Rietschel,male,1804-12-15T00:00:00Z,1861-02-21T00:00:00Z
Yukiotanaka,Yukio Tanaka,male,1967-12-14T00:00:00Z,
Mayremartinez,Mayré Martínez,female,1978-11-28T00:00:00Z,
Vitoux,Frédéric Vitoux,male,1944-08-19T00:00:00Z,
Phanostrate,Phanostrate,female,,0400-01-01T00:00:00Z
de Vico,Francesco de Vico,male,1805-05-19T00:00:00Z,1848-11-15T00:00:00Z
Utsunomiya,Syogo Utsunomiya,male,1956-02-15T00:00:00Z,
Donbacky,Don Backy,male,1939-08-21T00:00:00Z,
Johnharrison,John Harrison,male,1693-03-24T00:00:00Z,1776-03-24T00:00:00Z
Komitov,Boris Komitov,male,1954-04-05T00:00:00Z,
Petercook,Peter Cook,male,1937-11-17T00:00:00Z,1995-01-09T00:00:00Z
Yogeshwar,Ranga Yogeshwar,male,1959-05-18T00:00:00Z,
Alvarez-Candal,Alvaro Augusto Alvarez-Candal,male,2000-01-01T00:00:00Z,
Etter,Delores M. Etter,female,1947-09-25T00:00:00Z,
Michizane,Sugawara no Michizane,male,0845-08-01T00:00:00Z,0903-03-26T00:00:00Z
Pisarenko,G. Pissarenko,male,1910-11-12T00:00:00Z,2001-01-09T00:00:00Z
Kutafin,Oleg Kutafin,male,1937-06-26T00:00:00Z,2008-12-04T00:00:00Z
Maryannehervey,Mary Anne Fallows,female,1796-03-14T00:00:00Z,1838-08-26T00:00:00Z
Jankollar,Ján Kollár,male,1793-07-29T00:00:00Z,1852-01-24T00:00:00Z
Marypearse,Mary Pearse,female,,1861-01-01T00:00:00Z
Kishon,Ephraim Kishon,male,1924-08-23T00:00:00Z,2005-01-29T00:00:00Z
Adorno,Theodor W. Adorno,male,1903-09-11T00:00:00Z,1969-08-06T00:00:00Z
Hodierna,Giovan Battista Hodierna,male,1597-04-13T00:00:00Z,1660-04-06T00:00:00Z
Penderecki,Krzysztof Penderecki,male,1933-11-23T00:00:00Z,2020-03-29T00:00:00Z
Yangliwei,Yang Liwei,male,1965-06-21T00:00:00Z,
Heussinger,Adalbero Heussinger,male,1923-02-12T00:00:00Z,2011-01-31T00:00:00Z
Petsimpallas,Peter Simon Pallas,male,1741-09-22T00:00:00Z,1811-09-08T00:00:00Z
Sunkel,Hans Sünkel,male,1948-10-04T00:00:00Z,
Karlvalentin,Karl Valentin,male,1882-06-04T00:00:00Z,1948-02-09T00:00:00Z
Chapuis,Grégoire-Joseph Chapuis,male,1761-04-11T00:00:00Z,1794-01-02T00:00:00Z
Mascagni,Pietro Mascagni,male,1863-12-07T00:00:00Z,1945-08-02T00:00:00Z
Susil,František Sušil,male,1804-06-14T00:00:00Z,1868-05-31T00:00:00Z
Moneta,Ernesto Teodoro Moneta,male,1833-09-20T00:00:00Z,1918-01-30T00:00:00Z
Robertobattiston,Roberto Battiston,male,1956-08-11T00:00:00Z,
Lodovicoferrari,Lodovico Ferrari,male,1522-02-02T00:00:00Z,1565-10-05T00:00:00Z
Dickarmstrong,Richard Lee Armstrong,male,1937-08-04T00:00:00Z,1991-08-09T00:00:00Z
Susank,Susan D. Benecchi,female,1977-01-01T00:00:00Z,
Petrie,Flinders Petrie,male,1853-06-03T00:00:00Z,1942-07-28T00:00:00Z
Josefhlavka,Josef Hlávka,male,1831-02-15T00:00:00Z,1908-03-11T00:00:00Z
Konermann,Silvana Konermann,female,1988-05-18T00:00:00Z,
Monchicourt,Marie-Odile Monchicourt,female,1947-01-18T00:00:00Z,
Widmanstatten,Alois von Beckh Widmanstätten,male,1753-07-13T00:00:00Z,1849-06-10T00:00:00Z
McGivney,Michael J. McGivney,male,1852-08-12T00:00:00Z,1890-08-14T00:00:00Z
Johnshopkins,Johns Hopkins,male,1795-05-19T00:00:00Z,1873-12-24T00:00:00Z
Knuth,Donald Knuth,male,1938-01-10T00:00:00Z,
Benigni,Roberto Benigni,male,1952-10-27T00:00:00Z,
Konradzuse,Konrad Zuse,male,1910-06-22T00:00:00Z,1995-12-18T00:00:00Z
Lindner,Klaus Lindner,male,1935-03-19T00:00:00Z,
Filopanti,Quirico Filopanti,male,1812-04-20T00:00:00Z,1894-12-18T00:00:00Z
Davemcdonald,David McDonald,male,1964-01-01T00:00:00Z,
Masi,Gianluca Masi,male,1972-01-01T00:00:00Z,
Svoren,Ján Svoreň,male,1949-07-22T00:00:00Z,
Vaclavneumann,Václav Neumann,male,1920-09-29T00:00:00Z,1995-09-02T00:00:00Z
Burroughs,Edgar Rice Burroughs,male,1875-09-01T00:00:00Z,1950-03-19T00:00:00Z
Degiorgi,Ennio De Giorgi,male,1928-02-08T00:00:00Z,1996-10-25T00:00:00Z
Dipippo,Simonetta Di Pippo,female,1959-06-30T00:00:00Z,
Andreabocelli,Andrea Bocelli,male,1958-09-22T00:00:00Z,
Disora,Mario Di Sora,male,2000-01-01T00:00:00Z,
Gould,Laurence McKinley Gould,male,1896-08-22T00:00:00Z,1995-06-21T00:00:00Z
Dorisdaou,Doris Daou,female,1964-01-01T00:00:00Z,
Jamesharrison,James Harrison,male,1936-12-27T00:00:00Z,2025-02-17T00:00:00Z
Konstfrolov,Konstantin Vasilyevich Frolov,male,1932-07-22T00:00:00Z,2007-11-18T00:00:00Z
Sivers,Jacob von Sievers,male,1731-08-19T00:00:00Z,1808-07-23T00:00:00Z
Vladbarmin,Vladimir Barmin,male,1909-03-04T00:00:00Z,1993-07-17T00:00:00Z
Barentsen,Geert Barentsen,,1984-01-01T00:00:00Z,
Protitch,Milorad B. Protić,male,1911-09-06T00:00:00Z,2001-10-29T00:00:00Z
Georgesteiner,George Steiner,male,1928-04-23T00:00:00Z,2020-02-03T00:00:00Z
Klinger,Max Klinger,male,1857-02-18T00:00:00Z,1920-07-05T00:00:00Z
Italocalvino,Italo Calvino,male,1923-10-15T00:00:00Z,1985-09-19T00:00:00Z
Egisto,Egisto Masotti,male,1944-01-01T00:00:00Z,
Jurasek,Pavel Jurašek,male,1955-01-01T00:00:00Z,2008-01-01T00:00:00Z
Bangsgaard,Nicolai Bangsgaard,male,1976-01-01T00:00:00Z,
Blaha,John E. Blaha,male,1942-08-26T00:00:00Z,
Immanuelfuchs,Lazarus Fuchs,male,1833-05-05T00:00:00Z,1902-04-26T00:00:00Z
Lewit,Karel Lewit,male,1916-04-25T00:00:00Z,2014-10-02T00:00:00Z
Mladen,Mladen Kolény,male,1925-01-01T00:00:00Z,1995-01-01T00:00:00Z
Bogolyubov,Nikolai Bogolyubov,male,1909-08-08T00:00:00Z,1992-02-13T00:00:00Z
Levi-Strauss,Claude Lévi-Strauss,male,1908-11-28T00:00:00Z,2009-10-30T00:00:00Z
Mishchenko,Michael I. Mishchenko,male,1959-01-01T00:00:00Z,2020-07-21T00:00:00Z
Tyndall,John Tyndall,male,1820-08-02T00:00:00Z,1893-12-04T00:00:00Z
Byatt,A. S. Byatt,female,1936-08-24T00:00:00Z,2023-11-16T00:00:00Z
Drabble,Margaret Drabble,female,1939-06-05T00:00:00Z,
von Steuben,Friedrich Wilhelm von Steuben,male,1730-09-17T00:00:00Z,1794-11-28T00:00:00Z
Rosing,Wayne Rosing,male,1946-01-01T00:00:00Z,
Ivanbella,Ivan Bella,male,1964-05-21T00:00:00Z,
Fossey,Dian Fossey,female,1932-01-16T00:00:00Z,1985-12-26T00:00:00Z
Ericberne,Eric Berne,male,1910-05-10T00:00:00Z,1970-07-15T00:00:00Z
Ocasio-Cortez,Alexandria Ocasio-Cortez,female,1989-10-13T00:00:00Z,
Lafayette,"Gilbert du Motier, Marquis de Lafayette",male,1757-09-06T00:00:00Z,1834-05-20T00:00:00Z
Terazono,Jun'ya Terazono,male,1967-01-01T00:00:00Z,
Tsuihark,Tsui Hark,male,1951-02-01T00:00:00Z,
Sunao,Sunao Hasegawa,,1969-01-01T00:00:00Z,
Boudewijnbuch,Boudewijn Büch,male,1948-12-14T00:00:00Z,2002-11-23T00:00:00Z
Bomans,Godfried Bomans,male,1913-03-02T00:00:00Z,1971-12-22T00:00:00Z
Kozlov,Dmitrii Kozlov,male,1919-10-01T00:00:00Z,2009-03-07T00:00:00Z
Vikuznetsov,Viktor Kuznetsov,male,1913-04-14T00:00:00Z,1991-03-22T00:00:00Z
Bayanova,Alla Bayanova,female,1914-05-18T00:00:00Z,2011-08-30T00:00:00Z
Alekfursenko,Aleksandr Aleksandrovich Fursenko,male,1927-11-11T00:00:00Z,2008-06-30T00:00:00Z
Sima,Josef Šíma,male,1891-03-19T00:00:00Z,1971-07-24T00:00:00Z
Kukucin,Martin Kukučín,male,1860-05-17T00:00:00Z,1928-05-25T00:00:00Z
Beiderbecke,Bix Beiderbecke,male,1903-03-10T00:00:00Z,1931-08-06T00:00:00Z
Neilpeart,Neil Peart,male,1952-09-12T00:00:00Z,2020-01-07T00:00:00Z
Voss,Johann Heinrich Voss,male,1751-02-20T00:00:00Z,1826-03-29T00:00:00Z
Haneda,Toshio Haneda,male,1909-06-09T00:00:00Z,1992-03-08T00:00:00Z
Yuichitsuda,Yuichi Tsuda,male,1975-01-01T00:00:00Z,
Saiki,Takanao Saiki,male,1976-01-01T00:00:00Z,
Tognelli,Emanuele Tognelli,male,1981-01-01T00:00:00Z,
Baedeker,Karl Baedeker,male,1801-11-03T00:00:00Z,1859-10-04T00:00:00Z
Ichimura,Yoshimi Ichimura,male,1952-01-01T00:00:00Z,
Toaldo,Giuseppe Toaldo,male,1719-07-11T00:00:00Z,1797-11-11T00:00:00Z
Paulgordan,Paul Gordan,male,1837-04-27T00:00:00Z,1912-12-21T00:00:00Z
Takaaki,Takaaki Noguchi,male,1961-01-01T00:00:00Z,
Herbelliott,Herb Elliott,male,1938-02-25T00:00:00Z,
Gosset,William Sealy Gosset,male,1876-06-13T00:00:00Z,1937-10-16T00:00:00Z
Goursat,Édouard Goursat,male,1858-05-21T00:00:00Z,1936-11-25T00:00:00Z
Fredcourant,Frédéric Courant,male,1960-04-14T00:00:00Z,
Hermanngrassmann,Hermann Grassmann,male,1809-04-15T00:00:00Z,1877-09-26T00:00:00Z
Quindou,Sabine Quindou,female,1970-11-23T00:00:00Z,
Kornos,Leonard Kornoš,male,1956-01-01T00:00:00Z,
Delibes,Léo Delibes,male,1836-02-21T00:00:00Z,1891-01-16T00:00:00Z
Rinner,Claudine Rinner,female,1965-01-01T00:00:00Z,
Pedroduque,Pedro Duque,male,1963-03-14T00:00:00Z,
Ciambetti,Roberto Ciambetti,male,1965-07-03T00:00:00Z,
Tomoyamaguchi,Tomohiro Yamaguchi,male,1984-01-01T00:00:00Z,
Cassini,Giovanni Domenico Cassini,male,1625-06-08T00:00:00Z,1712-09-14T00:00:00Z
Dethury,César-François Cassini de Thury,male,1714-06-17T00:00:00Z,1784-09-04T00:00:00Z
Vinissac,"Jean-Dominique, comte de Cassini",male,1748-06-30T00:00:00Z,1845-10-18T00:00:00Z
Philipmocz,Philip Mocz,male,1989-01-01T00:00:00Z,
Palus,Pavel Paľuš,male,1936-03-03T00:00:00Z,
Belova,Elena Novikova-Belova,female,1947-07-28T00:00:00Z,
Victorchang,Victor Chang,male,1936-11-21T00:00:00Z,1991-07-04T00:00:00Z
Kokhirova,Gulchehra Qahirova,female,1962-12-06T00:00:00Z,
Mozzhorin,Yury Mozzhorin,male,1920-12-28T00:00:00Z,1998-05-15T00:00:00Z
Vasilermakov,Vasily Yermakov,male,1927-12-20T00:00:00Z,2007-02-03T00:00:00Z
Danielarsham,Daniel Arsham,male,1980-01-01T00:00:00Z,
Segon,Damir Šegon,male,1961-01-01T00:00:00Z,
Miesvanrohe,Ludwig Mies van der Rohe,male,1886-03-27T00:00:00Z,1969-08-17T00:00:00Z
Granados,Enrique Granados,male,1867-07-27T00:00:00Z,1916-03-24T00:00:00Z
Rastrelli,Carlo Bartolomeo Rastrelli,male,1666-01-11T00:00:00Z,1744-11-18T00:00:00Z
Rastrelli,Francesco Bartolomeo Rastrelli,male,1700-01-01T00:00:00Z,1771-04-29T00:00:00Z
Boltzmann,Ludwig Boltzmann,male,1844-02-20T00:00:00Z,1906-09-05T00:00:00Z
Leonardcohen,Leonard Cohen,male,1934-09-21T00:00:00Z,2016-11-07T00:00:00Z
Kareness,Karen Steel,female,1901-01-01T00:00:00Z,
Nernst,Walther Nernst,male,1864-06-25T00:00:00Z,1941-11-18T00:00:00Z
Grebel,Eva Grebel,female,1966-01-30T00:00:00Z,
Kroemer,Herbert Kroemer,male,1928-08-25T00:00:00Z,2024-03-08T00:00:00Z
Polesny,Bohumil Polesný,male,1905-09-23T00:00:00Z,1976-11-20T00:00:00Z
Sperello,Sperello di Serego Alighieri,male,1952-01-01T00:00:00Z,
Chiminello,Vincenzo Chiminello,male,1741-06-30T00:00:00Z,1815-02-16T00:00:00Z
Foscolo,Ugo Foscolo,male,1778-02-06T00:00:00Z,1827-09-10T00:00:00Z
Hausdorff,Felix Hausdorff,male,1868-11-08T00:00:00Z,1942-01-26T00:00:00Z
Fristensky,Gustav Frištenský,male,1879-05-10T00:00:00Z,1957-04-04T00:00:00Z
Macuch,Rudolf Macúch,male,1919-10-16T00:00:00Z,1993-07-23T00:00:00Z
Jurajtoth,Juraj Tóth,male,1975-03-25T00:00:00Z,
Hieronymus,Hieronymus Bosch,male,1450-01-01T00:00:00Z,1516-08-01T00:00:00Z
Pacheco,Rafael Pacheco,male,1954-01-01T00:00:00Z,
Ludwighesse,Otto Hesse,male,1811-04-22T00:00:00Z,1874-08-04T00:00:00Z
Seansolomon,Sean C. Solomon,male,1945-10-24T00:00:00Z,
Hopf,Eberhard Hopf,male,1902-04-17T00:00:00Z,1983-07-24T00:00:00Z
Itokawa,Hideo Itokawa,male,1912-07-20T00:00:00Z,1999-02-21T00:00:00Z
Enricobernardi,Enrico Bernardi,male,1841-05-20T00:00:00Z,1919-02-21T00:00:00Z
Hurwitz,Adolf Hurwitz,male,1859-03-26T00:00:00Z,1919-11-18T00:00:00Z
Jocelynbell,Jocelyn Bell Burnell,female,1943-07-15T00:00:00Z,
Dimai,Alessandro Dimai,male,1962-09-25T00:00:00Z,2019-03-07T00:00:00Z
Ambrofogar,Ambrogio Fogar,male,1941-08-13T00:00:00Z,2005-08-24T00:00:00Z
Danicamckellar,Danica McKellar,female,1975-01-03T00:00:00Z,
Kronecker,Leopold Kronecker,male,1823-12-07T00:00:00Z,1891-12-29T00:00:00Z
Kummer,Ernst Kummer,male,1810-01-29T00:00:00Z,1893-05-14T00:00:00Z
Nickscoville,Nick Scoville,male,1945-01-01T00:00:00Z,
Nicerasmus,Nicolas Erasmus,male,1985-01-01T00:00:00Z,
Sugihara,Chiune Sugihara,male,1900-01-01T00:00:00Z,1986-07-31T00:00:00Z
Douglasadams,Douglas Adams,male,1952-03-11T00:00:00Z,2001-05-11T00:00:00Z
Malysz,Adam Małysz,male,1977-12-03T00:00:00Z,
Stoch,Kamil Stoch,male,1987-05-25T00:00:00Z,
Pablomarques,Pablo Gutierrez-Marques,male,1975-01-01T00:00:00Z,
Zhuravleva,Lyudmila Zhuravlyova,female,1946-05-22T00:00:00Z,
Kanaikiyotaka,Kiyotaka Kanai,male,1951-01-01T00:00:00Z,
Ayani,Kazuya Ayani,male,1959-01-01T00:00:00Z,
Noahbrosch,Noah Brosch,male,1948-01-27T00:00:00Z,
Ciardi,David Ciardi,male,1969-07-17T00:00:00Z,
Skvorecky,Josef Škvorecký,male,1924-09-27T00:00:00Z,2012-01-03T00:00:00Z
Grueber,Johann Grueber,male,1623-10-28T00:00:00Z,1680-09-30T00:00:00Z
Laguerre,Edmond Laguerre,male,1834-04-09T00:00:00Z,1886-08-14T00:00:00Z
Rusin,Vojtech Rušin,male,1942-01-07T00:00:00Z,
Juliebrisset,Julie Brisset,female,1981-01-01T00:00:00Z,
Tracybecker,Tracy M. Becker,female,1986-01-01T00:00:00Z,
Murgas,Jozef Murgaš,male,1864-02-17T00:00:00Z,1929-05-11T00:00:00Z
Nanavisitor,Nana Visitor,female,1957-07-26T00:00:00Z,
Terryfarrell,Terry Farrell,female,1963-11-19T00:00:00Z,
Lishizhen,Li Shizhen,male,1517-07-03T00:00:00Z,1593-01-01T00:00:00Z
Basilashvili,Oleg Basilashvili,male,1934-09-26T00:00:00Z,1980-01-01T00:00:00Z
Baehr,George Bähr,male,1666-03-15T00:00:00Z,1738-03-16T00:00:00Z
Misterrogers,Fred Rogers,male,1928-03-20T00:00:00Z,2003-02-27T00:00:00Z
Lefschetz,Solomon Lefschetz,male,1884-09-03T00:00:00Z,1972-10-05T00:00:00Z
Legendre,Adrien-Marie Legendre,male,1752-09-18T00:00:00Z,1833-01-09T00:00:00Z
Lie,Sophus Lie,male,1842-12-17T00:00:00Z,1899-02-18T00:00:00Z
Lala,Petr Lála,male,1942-10-12T00:00:00Z,2024-09-02T00:00:00Z
Culbertson,Frank L. Culbertson,male,1949-05-15T00:00:00Z,
Littlewood,John Edensor Littlewood,male,1885-06-09T00:00:00Z,1977-09-06T00:00:00Z
Katoizumi,Izumi Katō,female,1968-07-21T00:00:00Z,
Violetaparra,Violeta Parra,female,1917-10-04T00:00:00Z,1967-02-05T00:00:00Z
Dariaguidetti,Daria Guidetti,female,1978-01-01T00:00:00Z,
Ginoloria,Gino Loria,male,1862-05-19T00:00:00Z,1954-01-30T00:00:00Z
Donaldson-Hanna,Kerri Donaldson-Hanna,female,1976-01-01T00:00:00Z,
Salgari,Emilio Salgari,male,1862-08-21T00:00:00Z,1911-04-25T00:00:00Z
Lukasiewicz,Jan Łukasiewicz,male,1878-12-21T00:00:00Z,1956-02-13T00:00:00Z
Jezek,Jaroslav Ježek,male,1906-09-25T00:00:00Z,1942-01-01T00:00:00Z
Benedetti-Rossi,Gustavo Benedetti-Rossi,male,1985-01-01T00:00:00Z,
Quino,Quino,male,1932-07-17T00:00:00Z,2020-09-30T00:00:00Z
McAdam,Maggie McAdam,female,1987-01-01T00:00:00Z,
Albinocarbognani,Albino Carbognani,male,1965-01-01T00:00:00Z,
Alvanclark,Alvan Clark,male,1804-03-08T00:00:00Z,1887-08-19T00:00:00Z
Henryfitz,Henry Fitz,male,1808-12-31T00:00:00Z,1863-10-31T00:00:00Z
Shuji,Shuji Nakamura,male,1954-05-22T00:00:00Z,
Addiedove,Adrienne Dove,female,1984-01-01T00:00:00Z,
Shontobegay,Shonto Begay,male,1954-01-01T00:00:00Z,
Bakker,Robert T. Bakker,male,1945-03-24T00:00:00Z,
Mandelbrot,Benoit Mandelbrot,male,1924-11-20T00:00:00Z,2010-10-14T00:00:00Z
Glassmeier,Karl-Heinz Glaßmeier,male,1954-01-01T00:00:00Z,
Emiliedunham,Emilie T. Dunham,female,1992-01-01T00:00:00Z,
Markov,Andrey Markov,male,1856-06-02T00:00:00Z,1922-07-20T00:00:00Z
Johnbrucato,John R. Brucato,male,1968-01-01T00:00:00Z,
Koarimatsu,Ko Arimatsu,male,1987-01-01T00:00:00Z,
Dmitrijbagalej,Dmytro Bahalii,male,1857-10-26T00:00:00Z,1932-02-09T00:00:00Z
Kirschvink,Joseph Kirschvink,male,1953-07-14T00:00:00Z,
Michelson,Albert A. Michelson,male,1852-12-19T00:00:00Z,1931-05-09T00:00:00Z
von Flue,Nicholas of Flüe,male,1417-01-01T00:00:00Z,1487-03-21T00:00:00Z
Brockhaus,Friedrich Arnold Brockhaus,male,1772-05-04T00:00:00Z,1823-08-20T00:00:00Z
Fridakahlo,Frida Kahlo,female,1907-07-06T00:00:00Z,1954-07-13T00:00:00Z
Josephmeyer,Joseph Meyer,male,1796-05-09T00:00:00Z,1856-06-27T00:00:00Z
Antongraff,Anton Graff,male,1736-11-18T00:00:00Z,1813-06-22T00:00:00Z
Tourminator,Peter Sagan,male,1990-01-26T00:00:00Z,
Mascheroni,Lorenzo Mascheroni,male,1750-05-13T00:00:00Z,1800-07-14T00:00:00Z
Guislain,Joseph Guislain,male,1797-02-02T00:00:00Z,1860-04-01T00:00:00Z
Emilemathieu,Émile Léonard Mathieu,male,1835-05-15T00:00:00Z,1890-10-19T00:00:00Z
Fagioli,Giancarlo Fagioli,male,1940-01-01T00:00:00Z,
Dobias,Václav Dobiáš,male,1909-09-22T00:00:00Z,1978-05-18T00:00:00Z
Sapar,Arved Sapar,male,1933-02-07T00:00:00Z,2021-12-01T00:00:00Z
ten Brummelaar,Theo ten Brummelaar,male,1962-01-01T00:00:00Z,
Markknopfler,Mark Knopfler,male,1949-08-12T00:00:00Z,
Mingantu,Minggatu,male,1692-01-01T00:00:00Z,1763-01-01T00:00:00Z
Dianeberard,Diane Bérard,female,1990-01-01T00:00:00Z,
Akivabarnun,Akiva Bar-Nun,male,1940-01-01T00:00:00Z,2017-01-25T00:00:00Z
Bruceelmegreen,Bruce Elmegreen,male,1950-02-24T00:00:00Z,
Mittag-Leffler,Gösta Mittag-Leffler,male,1846-03-16T00:00:00Z,1927-07-07T00:00:00Z
Marik,Miklós Marik,male,1936-05-28T00:00:00Z,1998-06-23T00:00:00Z
Mobius,August Ferdinand Möbius,male,1790-11-17T00:00:00Z,1868-09-26T00:00:00Z
Ronaldballouz,Ronald-Louis Ballouz,,1989-01-01T00:00:00Z,
Tsirvoulis,Georgios Tsirvoulis,male,1987-01-01T00:00:00Z,
