name,named_after,sex_or_gender,date_of_birth,date_of_death
Vyssotsky,Alexander Vyssotsky,male,1888-05-23T00:00:00Z,1973-12-31T00:00:00Z
Patry,André Patry,male,1902-11-22T00:00:00Z,1960-06-20T00:00:00Z
Tombaugh,Clyde Tombaugh,male,1906-02-04T00:00:00Z,1997-01-17T00:00:00Z
Milankovitch,Milutin Milanković,male,1879-05-16T00:00:00Z,1958-12-12T00:00:00Z
Jekhovsky,Benjamin Jekhowsky,male,1881-01-01T00:00:00Z,1975-03-20T00:00:00Z
Beyer,Max Beyer,male,1894-10-22T00:00:00Z,1982-11-14T00:00:00Z
Smiley,Charles Hugh Smiley,male,1903-09-06T00:00:00Z,1977-07-26T00:00:00Z
Goldschmidt,Hermann Goldschmidt,male,1802-06-17T00:00:00Z,1866-08-30T00:00:00Z
Alschmitt,Alfred Schmitt,male,1907-11-30T00:00:00Z,1975-04-02T00:00:00Z
Ueta,Jō Ueta,male,1892-02-06T00:00:00Z,1976-11-13T00:00:00Z
Chacornac,Jean Chacornac,male,1823-06-21T00:00:00Z,1873-09-06T00:00:00Z
Rabe,Eugene Rabe,male,1911-05-08T00:00:00Z,1974-01-01T00:00:00Z
Milet,Bernard Milet,male,1925-08-24T00:00:00Z,2014-08-15T00:00:00Z
Kopff,August Kopff,male,1882-02-05T00:00:00Z,1960-04-25T00:00:00Z
Bohrmann,Alfred Bohrmann,male,1904-02-28T00:00:00Z,2000-01-04T00:00:00Z
Swings,Pol Swings,male,1906-09-24T00:00:00Z,1983-10-28T00:00:00Z
Bower,Ernest Clare Bower,male,1890-01-01T00:00:00Z,1964-01-01T00:00:00Z
Hill,George William Hill,male,1838-03-03T00:00:00Z,1914-04-16T00:00:00Z
Brown,Ernest William Brown,male,1866-11-29T00:00:00Z,1938-07-22T00:00:00Z
Waterfield,Reginald Lawson Waterfield,male,1900-04-12T00:00:00Z,1986-06-10T00:00:00Z
Rosseland,Svein Rosseland,male,1894-03-31T00:00:00Z,1985-01-19T00:00:00Z
Shajna,Grigory Abramovich Shajn,male,1892-04-07T00:00:00Z,1956-08-04T00:00:00Z
Behrens,Johann Behrens,male,1889-09-05T00:00:00Z,1979-03-23T00:00:00Z
Herge,Hergé,male,1907-05-22T00:00:00Z,1983-03-03T00:00:00Z
Bojeva,Nina Boeva,female,1890-01-01T00:00:00Z,1956-01-01T00:00:00Z
Roemera,Elizabeth Roemer,female,1929-09-04T00:00:00Z,2016-04-08T00:00:00Z
Innes,Robert T. A. Innes,male,1861-11-10T00:00:00Z,1933-03-13T00:00:00Z
Wood,Harry Edwin Wood,male,1881-02-03T00:00:00Z,1946-02-27T00:00:00Z
van den Bos,Willem Hendrik van den Bos,male,1896-09-25T00:00:00Z,1974-03-30T00:00:00Z
Felix,Felix Timmermans,male,1886-07-05T00:00:00Z,1947-01-24T00:00:00Z
van Gent,Hendrik van Gent,male,1900-09-14T00:00:00Z,1947-03-29T00:00:00Z
Pels,G. Pels,male,1893-07-19T00:00:00Z,1966-11-02T00:00:00Z
Minnaert,Marcel Minnaert,male,1893-02-12T00:00:00Z,1970-10-26T00:00:00Z
Chaika,Valentina Tereshkova,female,1937-03-06T00:00:00Z,
Gezelle,Guido Gezelle,male,1830-05-01T00:00:00Z,1899-11-27T00:00:00Z
van Houten,Cornelis Johannes van Houten,male,1920-02-18T00:00:00Z,2002-08-24T00:00:00Z
Groeneveld,Ingrid van Houten-Groeneveld,female,1921-10-21T00:00:00Z,2015-03-30T00:00:00Z
Simonida,Simonida,female,1294-01-01T00:00:00Z,1340-01-01T00:00:00Z
Tycho Brahe,Tycho Brahe,male,1546-12-14T00:00:00Z,1601-10-24T00:00:00Z
Nevanlinna,Rolf Nevanlinna,male,1895-10-22T00:00:00Z,1980-05-28T00:00:00Z
Per Brahe,Per Brahe the Younger,male,1602-02-18T00:00:00Z,1680-09-12T00:00:00Z
Steinmetz,Julius Steinmetz,male,1808-11-09T00:00:00Z,1874-11-01T00:00:00Z
De Sitter,Willem de Sitter,male,1872-05-06T00:00:00Z,1934-11-20T00:00:00Z
Wilkens,Alexander Wilkens,male,1881-01-01T00:00:00Z,1968-01-01T00:00:00Z
Mayrhofer,Karl Mayrhofer,male,,1987-11-28T00:00:00Z
Oort,Jan Hendrik Oort,male,1900-04-28T00:00:00Z,1992-11-05T00:00:00Z
Subbotina,Mikhail Subbotin,male,1893-06-29T00:00:00Z,1966-12-26T00:00:00Z
Hertzsprung,Ejnar Hertzsprung,male,1873-10-08T00:00:00Z,1967-10-21T00:00:00Z
Walbeck,Henrik Johan Walbeck,male,1793-10-11T00:00:00Z,1822-10-22T00:00:00Z
Nurmela,Tauno Nurmela,male,1907-09-04T00:00:00Z,1985-08-27T00:00:00Z
Koskenniemi,Veikko Antero Koskenniemi,male,1885-07-08T00:00:00Z,1962-08-04T00:00:00Z
Honkasalo,Tauno Honkasalo,male,1912-08-17T00:00:00Z,1975-01-01T00:00:00Z
Barry,Roger G. Barry,male,1935-11-13T00:00:00Z,2018-03-19T00:00:00Z
Wachmann,Arno Arthur Wachmann,male,1902-03-08T00:00:00Z,1990-07-24T00:00:00Z
Dieckvoss,Wilhelm Dieckvoß,male,1908-10-05T00:00:00Z,1982-12-31T00:00:00Z
Polit,Isidro Pólit,male,1880-01-01T00:00:00Z,1958-10-19T00:00:00Z
Gothard,Jenő Gothard,male,1857-05-31T00:00:00Z,1909-05-29T00:00:00Z
Bancilhon,Odette Bancilhon,female,1908-09-22T00:00:00Z,1993-10-22T00:00:00Z
Sy,Frédéric Sy,male,1861-01-01T00:00:00Z,2000-01-01T00:00:00Z
Wells,Herman B Wells,male,1902-06-07T00:00:00Z,2000-03-18T00:00:00Z
Klemola,Arnold Richard Klemola,male,1931-02-20T00:00:00Z,2019-01-05T00:00:00Z
Hoffmeister,Cuno Hoffmeister,male,1892-02-02T00:00:00Z,1968-01-02T00:00:00Z
Smuts,Jan Christiaan Smuts,male,1870-05-24T00:00:00Z,1950-09-11T00:00:00Z
Zhongolovich,Ivan Zhongolovich,male,1892-02-08T00:00:00Z,1981-09-29T00:00:00Z
Severny,Andrei Severny,male,1913-05-11T00:00:00Z,1987-04-03T00:00:00Z
Oosterhoff,Pieter Oosterhoff,male,1904-03-30T00:00:00Z,1978-03-14T00:00:00Z
Meyermann,Bruno Meyermann,male,1876-12-07T00:00:00Z,1963-04-12T00:00:00Z
Paavo Nurmi,Paavo Nurmi,male,1897-06-13T00:00:00Z,1973-10-02T00:00:00Z
Giclas,Henry L. Giclas,male,1910-12-09T00:00:00Z,2007-04-02T00:00:00Z
Schaifers,Karl Schaifers,male,1921-01-01T00:00:00Z,2009-10-26T00:00:00Z
Ferguson,James Ferguson,male,1797-08-31T00:00:00Z,1867-09-26T00:00:00Z
Brouwer,Dirk Brouwer,male,1902-09-01T00:00:00Z,1966-01-31T00:00:00Z
Wright,William Hammond Wright,male,1871-11-04T00:00:00Z,1959-05-16T00:00:00Z
Mauderli,Sigmund Mauderli,male,1876-01-01T00:00:00Z,1962-01-01T00:00:00Z
Herget,Paul Herget,male,1908-01-30T00:00:00Z,1981-08-27T00:00:00Z
van Herk,Gijsbert van Herk,male,1907-10-14T00:00:00Z,1999-11-10T00:00:00Z
Cunningham,Leland Cunningham,male,1904-02-19T00:00:00Z,1989-05-31T00:00:00Z
Giacobini,Michel Giacobini,male,1873-09-10T00:00:00Z,1938-03-06T00:00:00Z
Williams,Kenneth P. Williams,male,1887-08-25T00:00:00Z,1958-09-25T00:00:00Z
Wrubel,Marshal H. Wrubel,male,1924-03-31T00:00:00Z,1968-10-26T00:00:00Z
Slipher,Vesto Slipher,male,1875-11-11T00:00:00Z,1969-11-08T00:00:00Z
Lampland,Carl Otto Lampland,male,1873-12-29T00:00:00Z,1951-12-14T00:00:00Z
Carlostorres,Carlos Torres,male,1929-01-01T00:00:00Z,2011-01-01T00:00:00Z
Schlesinger,Frank Schlesinger,male,1871-05-11T00:00:00Z,1943-07-10T00:00:00Z
Makover,Samuel Makover,male,1908-01-01T00:00:00Z,1970-01-01T00:00:00Z
Gagarin,Yuri Gagarin,male,1934-03-09T00:00:00Z,1968-03-27T00:00:00Z
Kulikov,Dmitry Kulikov,male,1912-09-18T00:00:00Z,1964-06-11T00:00:00Z
Kuiper,Gerard Kuiper,male,1905-12-07T00:00:00Z,1973-12-24T00:00:00Z
Gehrels,Tom Gehrels,male,1925-02-21T00:00:00Z,2011-07-11T00:00:00Z
Alfven,Hannes Alfvén,male,1908-05-30T00:00:00Z,1995-04-02T00:00:00Z
Kippes,Otto Kippes,male,1905-07-23T00:00:00Z,1994-02-02T00:00:00Z
Van Biesbroeck,George Van Biesbroeck,male,1880-01-21T00:00:00Z,1974-02-23T00:00:00Z
Schneller,Heribert Schneller,male,1901-03-15T00:00:00Z,1967-01-10T00:00:00Z
Albitskij,Vladimir Albitsky,male,1891-06-04T00:00:00Z,1952-06-15T00:00:00Z
Kiess,Carl Clarence Kiess,male,1887-10-18T00:00:00Z,1967-10-16T00:00:00Z
Dobrovolsky,Georgy Dobrovolsky,male,1928-06-01T00:00:00Z,1971-06-30T00:00:00Z
Volkov,Vladislav Volkov,male,1935-11-23T00:00:00Z,1971-06-30T00:00:00Z
Patsayev,Viktor Patsayev,male,1933-06-19T00:00:00Z,1971-06-30T00:00:00Z
Zoya,Zoya Kosmodemyanskaya,female,1923-09-13T00:00:00Z,1941-11-29T00:00:00Z
Finsen,William Stephen Finsen,male,1905-07-28T00:00:00Z,1979-05-16T00:00:00Z
Woltjer,Jan Woltjer,male,1891-08-03T00:00:00Z,1946-01-28T00:00:00Z
Schaumasse,Alexandre Schaumasse,male,1882-05-03T00:00:00Z,1958-07-25T00:00:00Z
Koussevitzky,Serge Koussevitzky,male,1874-07-26T00:00:00Z,1951-06-04T00:00:00Z
Aguilar,Félix Aguilar,male,1884-05-02T00:00:00Z,1943-09-28T00:00:00Z
Zhang Heng,Zhang Heng,male,0078-01-01T00:00:00Z,0139-01-01T00:00:00Z
Zwicky,Fritz Zwicky,male,1898-02-14T00:00:00Z,1974-02-08T00:00:00Z
Chebotarev,Gleb Chebotaryov,male,1913-08-01T00:00:00Z,1975-08-04T00:00:00Z
Bruwer,Jacobus Albertus Bruwer,male,1915-01-01T00:00:00Z,1971-01-01T00:00:00Z
Imhotep,Imhotep,male,2800-01-01T00:00:00Z,2700-01-01T00:00:00Z
Bach,Johann Sebastian Bach,male,1685-03-21T00:00:00Z,1750-07-28T00:00:00Z
Beethoven,Ludwig van Beethoven,male,1770-12-16T00:00:00Z,1827-03-26T00:00:00Z
Brahms,Johannes Brahms,male,1833-05-07T00:00:00Z,1897-04-03T00:00:00Z
Lohmann,Werner Lohmann,male,1911-07-18T00:00:00Z,1983-02-20T00:00:00Z
Waterman,Alan Tower Waterman,male,1892-06-04T00:00:00Z,1967-11-30T00:00:00Z
Gliese,Wilhelm Gliese,male,1915-06-21T00:00:00Z,1993-06-12T00:00:00Z
Haworth,Leland John Haworth,male,1904-07-11T00:00:00Z,1979-03-05T00:00:00Z
Miller,John Miller,male,1872-01-01T00:00:00Z,1941-06-24T00:00:00Z
Atkinson,Robert d'Escourt Atkinson,male,1898-04-11T00:00:00Z,1982-10-28T00:00:00Z
Dawson,Bernhard Dawson,male,1890-09-21T00:00:00Z,1960-06-18T00:00:00Z
Pogson,N. R. Pogson,male,1829-03-23T00:00:00Z,1891-06-23T00:00:00Z
Nicholson,Seth Barnes Nicholson,male,1891-11-12T00:00:00Z,1963-07-02T00:00:00Z
Mrkos,Antonín Mrkos,male,1918-01-27T00:00:00Z,1996-05-29T00:00:00Z
Palach,Jan Palach,male,1948-08-11T00:00:00Z,1969-01-19T00:00:00Z
Gajdariya,Arkady Gaidar,male,1904-01-09T00:00:00Z,1941-10-26T00:00:00Z
Komarov,Vladimir Komarov,male,1927-03-16T00:00:00Z,1967-04-24T00:00:00Z
Hus,Jan Hus,male,1370-01-01T00:00:00Z,1415-07-06T00:00:00Z
Masaryk,Tomáš Garrigue Masaryk,male,1850-03-07T00:00:00Z,1937-09-14T00:00:00Z
Bengt,Bengt Strömgren,male,1908-01-21T00:00:00Z,1987-07-04T00:00:00Z
Stobbe,Joachim Stobbe,male,1900-06-10T00:00:00Z,1943-02-14T00:00:00Z
Kresak,Ľubor Kresák,male,1927-08-23T00:00:00Z,1994-01-20T00:00:00Z
Kohoutek,Luboš Kohoutek,male,1935-01-29T00:00:00Z,2023-12-30T00:00:00Z
Lacroute,Pierre Lacroute,male,1906-01-12T00:00:00Z,1993-01-14T00:00:00Z
Carpenter,Edwin Francis Carpenter,male,1898-11-01T00:00:00Z,1963-02-11T00:00:00Z
McElroy,William D. McElroy,male,1917-01-22T00:00:00Z,1999-02-22T00:00:00Z
Skvortsov,Evgeny Skvortsov,male,1882-06-03T00:00:00Z,1952-02-11T00:00:00Z
Korolev,Sergei Korolev,male,1906-12-30T00:00:00Z,1966-01-14T00:00:00Z
Parchomenko,Praskov′ja Georgievna Parchomenko,female,1886-01-01T00:00:00Z,1970-01-01T00:00:00Z
Lobachevskij,Nikolai Ivanovich Lobachevsky,male,1792-11-20T00:00:00Z,1856-02-12T00:00:00Z
Kovalevskaya,Sofia Kovalevskaya,female,1850-01-03T00:00:00Z,1891-02-10T00:00:00Z
Barbarossa,Frederick Barbarossa,male,1122-12-01T00:00:00Z,1190-06-10T00:00:00Z
Komensky,John Amos Comenius,male,1592-03-28T00:00:00Z,1670-11-15T00:00:00Z
Neruda,Jan Neruda,male,1834-07-09T00:00:00Z,1891-08-22T00:00:00Z
Zu Chong-Zhi,Zu Chongzhi,male,0429-01-01T00:00:00Z,0501-01-01T00:00:00Z
Pakhmutova,Aleksandra Pakhmutova,female,1929-11-09T00:00:00Z,
Lucienne,Lucienne Divan,female,1920-09-02T00:00:00Z,2015-12-21T00:00:00Z
Jakoba,Jakob Oberholzer,male,1862-01-01T00:00:00Z,1939-05-22T00:00:00Z
Haffner,Hans Haffner,male,1912-11-08T00:00:00Z,1977-02-23T00:00:00Z
Larink,Johannes Larink,male,1893-07-03T00:00:00Z,1988-04-24T00:00:00Z
Beer,Arthur Beer,male,1900-06-28T00:00:00Z,1980-10-20T00:00:00Z
Hind,John Russell Hind,male,1823-05-12T00:00:00Z,1895-12-23T00:00:00Z
Cowell,Philip Herbert Cowell,male,1870-08-07T00:00:00Z,1949-06-06T00:00:00Z
Crommelin,Andrew Claude de la Cherois Crommelin,male,1865-02-06T00:00:00Z,1939-09-20T00:00:00Z
Katyusha,Yekaterina Zelenko,female,1916-09-14T00:00:00Z,1941-09-12T00:00:00Z
Shaposhnikov,Vladimir Shaposhnikov,male,1905-04-11T00:00:00Z,1942-02-17T00:00:00Z
Massevitch,Alla Masevich,female,1918-10-09T00:00:00Z,2008-05-06T00:00:00Z
Ambartsumian,Victor Ambartsumian,male,1908-09-05T00:00:00Z,1996-08-12T00:00:00Z
Naef,Robert Adolf Naef,male,1907-07-22T00:00:00Z,1975-03-13T00:00:00Z
Rudneva,Yevgeniya Rudneva,female,1920-12-24T00:00:00Z,1944-04-09T00:00:00Z
Alekhin,Alexander Alekhine,male,1892-10-31T00:00:00Z,1946-03-24T00:00:00Z
Mikhailov,Aleksandr Aleksandrovich Mikhailov,male,1888-04-14T00:00:00Z,1983-09-29T00:00:00Z
Schubart,Joachim Schubart,male,1928-08-05T00:00:00Z,
Sekanina,Zdenek Sekanina,male,1936-06-12T00:00:00Z,
Clemence,Gerald Maurice Clemence,male,1908-08-16T00:00:00Z,1974-11-22T00:00:00Z
Sarmiento,Domingo Faustino Sarmiento,male,1811-02-14T00:00:00Z,1888-09-11T00:00:00Z
Suvanto,Rafael Suvanto,male,1909-06-28T00:00:00Z,1940-03-09T00:00:00Z
Capek,Karel Čapek,male,1890-01-09T00:00:00Z,1938-12-25T00:00:00Z
Jansky,Karl Guthe Jansky,male,1905-10-22T00:00:00Z,1950-02-14T00:00:00Z
Jeffers,Hamilton Jeffers,male,1893-10-13T00:00:00Z,1978-05-28T00:00:00Z
Whipple,Fred Lawrence Whipple,male,1906-11-05T00:00:00Z,2004-08-30T00:00:00Z
Wild,Paul Wild,male,1925-10-05T00:00:00Z,2014-07-02T00:00:00Z
Wesselink,Adriaan Wesselink,male,1909-04-07T00:00:00Z,1995-01-12T00:00:00Z
Walraven,Théodore Walraven,male,1916-07-26T00:00:00Z,2008-01-03T00:00:00Z
Wempe,Johann Wempe,male,1906-12-31T00:00:00Z,1980-05-29T00:00:00Z
Lick,James Lick,male,1796-08-25T00:00:00Z,1876-10-01T00:00:00Z
Hesburgh,Theodore Hesburgh,male,1917-05-25T00:00:00Z,2015-02-26T00:00:00Z
Rupertwildt,Rupert Wildt,male,1905-06-25T00:00:00Z,1976-01-09T00:00:00Z
Kukarkin,Boris Kukarkin,male,1909-10-30T00:00:00Z,1977-09-15T00:00:00Z
McMath,Robert Raynolds McMath,male,1891-05-11T00:00:00Z,1962-01-02T00:00:00Z
Chandra,Subrahmanyan Chandrasekhar,male,1910-10-19T00:00:00Z,1995-08-21T00:00:00Z
Karbyshev,Dmitry Karbyshev,male,1880-10-14T00:00:00Z,1945-02-18T00:00:00Z
Guisan,Henri Guisan,male,1874-10-21T00:00:00Z,1960-04-07T00:00:00Z
Dufour,Guillaume Henri Dufour,male,1787-09-15T00:00:00Z,1875-07-14T00:00:00Z
Dunant,Henry Dunant,male,1828-05-08T00:00:00Z,1910-10-30T00:00:00Z
Luyten,Willem Jacob Luyten,male,1899-03-07T00:00:00Z,1994-11-21T00:00:00Z
van de Kamp,Peter van de Kamp,male,1901-12-26T00:00:00Z,1995-05-18T00:00:00Z
Tristan,Tristan,male,0535-01-01T00:00:00Z,0585-01-01T00:00:00Z
Menzel,Donald Howard Menzel,male,1901-04-11T00:00:00Z,1976-12-14T00:00:00Z
Mehltretter,Johannes Peter Mehltretter,male,1934-04-07T00:00:00Z,1982-08-17T00:00:00Z
Hagihara,Yusuke Hagihara,male,1897-03-28T00:00:00Z,1979-01-29T00:00:00Z
Yi Xing,Yi Xing,male,0683-01-01T00:00:00Z,0727-01-01T00:00:00Z
Colocolo,Colocolo,male,1490-01-01T00:00:00Z,1555-01-01T00:00:00Z
Caupolican,Caupolicán,male,1600-01-01T00:00:00Z,1558-01-01T00:00:00Z
Pikelner,Solomon Pikelner,male,1921-02-06T00:00:00Z,1975-11-19T00:00:00Z
Kaverin,Aleksey Kaverin,male,1904-09-29T00:00:00Z,1976-01-01T00:00:00Z
Shura,Aleksandr Kosmodemyansky,male,1925-07-27T00:00:00Z,1945-04-13T00:00:00Z
Bok,Bart Bok,male,1906-04-28T00:00:00Z,1983-08-05T00:00:00Z
Fedynskij,Vsevolod Fedynsky,male,1908-04-18T00:00:00Z,1978-06-17T00:00:00Z
Hopmann,Josef Hopmann,male,1890-12-22T00:00:00Z,1975-10-11T00:00:00Z
Plaut,Lukas Plaut,male,1910-06-05T00:00:00Z,1984-10-04T00:00:00Z
Pilcher,Frederick Pilcher,male,1939-06-29T00:00:00Z,
Darwin,Charles Darwin,male,1809-02-12T00:00:00Z,1882-04-19T00:00:00Z
Galvarino,Galvarino,male,1490-09-21T00:00:00Z,1557-11-30T00:00:00Z
Shane,C. Donald Shane,male,1895-09-06T00:00:00Z,1983-03-19T00:00:00Z
Hajek,Tadeáš Hájek,male,1525-12-01T00:00:00Z,1600-09-01T00:00:00Z
Adams,John Couch Adams,male,1819-06-05T00:00:00Z,1892-01-21T00:00:00Z
Leverrier,Urbain Le Verrier,male,1811-03-11T00:00:00Z,1877-09-23T00:00:00Z
Titius,Johann Daniel Titius,male,1729-01-02T00:00:00Z,1796-12-11T00:00:00Z
Hirayama,Kiyotsugu Hirayama,male,1874-10-13T00:00:00Z,1943-04-08T00:00:00Z
Herschel,William Herschel,male,1738-11-15T00:00:00Z,1822-08-25T00:00:00Z
Einstein,Albert Einstein,male,1879-03-14T00:00:00Z,1955-04-18T00:00:00Z
Euler,Leonhard Euler,male,1707-04-15T00:00:00Z,1783-09-18T00:00:00Z
Harding,Karl Ludwig Harding,male,1765-09-29T00:00:00Z,1834-08-31T00:00:00Z
Lexell,Anders Johan Lexell,male,1740-12-24T00:00:00Z,1784-12-11T00:00:00Z
Hencke,Karl Ludwig Hencke,male,1793-04-08T00:00:00Z,1866-09-21T00:00:00Z
Polonskaya,Elena Kazimirtchak-Polonskaïa,female,1902-11-21T00:00:00Z,1992-08-30T00:00:00Z
McCuskey,Sidney Wilcox McCuskey,male,1907-02-28T00:00:00Z,1979-04-22T00:00:00Z
Voloshina,Vera Voloshina,female,1919-09-30T00:00:00Z,1941-11-29T00:00:00Z
Chebyshev,Pafnuty Chebyshev,male,1821-05-04T00:00:00Z,1894-11-26T00:00:00Z
Guo Shou-Jing,Guo Shoujing,male,1231-01-01T00:00:00Z,1316-01-01T00:00:00Z
Vasilevskis,Stanislavs Vasilevskis,male,1907-07-20T00:00:00Z,1988-07-01T00:00:00Z
Kachuevskaya,Natalya Kachuevskaya,female,1922-01-01T00:00:00Z,1942-11-20T00:00:00Z
Heinemann,Karl Heinemann,male,1857-03-09T00:00:00Z,1927-07-04T00:00:00Z
Schuster,Hans-Emil Schuster,male,1934-09-19T00:00:00Z,2024-12-20T00:00:00Z
van Albada,Gale Bruno van Albada,male,1912-03-28T00:00:00Z,1972-12-18T00:00:00Z
Poincare,Henri Poincaré,male,1854-04-29T00:00:00Z,1912-07-17T00:00:00Z
West,Richard Martin West,male,1941-02-10T00:00:00Z,
Asaph,Asaph Hall,male,1829-10-15T00:00:00Z,1907-11-22T00:00:00Z
McLaughlin,Dean Benjamin McLaughlin,male,1901-10-25T00:00:00Z,1965-12-08T00:00:00Z
Cottrell,Frederick Gardner Cottrell,male,1877-01-10T00:00:00Z,1948-11-16T00:00:00Z
Shen Guo,Shen Kuo,male,1031-01-01T00:00:00Z,1095-01-01T00:00:00Z
Janequeo,Janequeo,female,1600-01-01T00:00:00Z,1599-01-01T00:00:00Z
Ethel,Ethel Lilian Voynich,female,1864-05-11T00:00:00Z,1960-07-27T00:00:00Z
Stearns,Carl Leo Stearns,male,1892-09-14T00:00:00Z,1972-11-28T00:00:00Z
Payne-Gaposchkin,Cecilia Helena Payne Gaposchkin,female,1900-05-10T00:00:00Z,1979-12-07T00:00:00Z
Chalonge,Daniel Chalonge,male,1895-01-31T00:00:00Z,1977-11-28T00:00:00Z
Ortutay,Gyula Ortutay,male,1910-03-24T00:00:00Z,1978-03-22T00:00:00Z
Wirt,Carl A. Wirtanen,male,1910-11-11T00:00:00Z,1990-03-07T00:00:00Z
Smetana,Bedřich Smetana,male,1824-03-02T00:00:00Z,1884-05-12T00:00:00Z
Chang,Zhang Yuzhe,male,1902-02-16T00:00:00Z,1986-07-21T00:00:00Z
Roka,Gedeon Róka,male,1906-05-07T00:00:00Z,1974-10-05T00:00:00Z
Anza,Juan Bautista de Anza,male,1736-07-06T00:00:00Z,1788-12-19T00:00:00Z
Spicer,Edward H. Spicer,male,1906-11-29T00:00:00Z,1983-04-05T00:00:00Z
Aksnes,Kaare Aksnes,male,1938-03-25T00:00:00Z,
Hubble,Edwin Hubble,male,1889-11-20T00:00:00Z,1953-09-28T00:00:00Z
Humason,Milton L. Humason,male,1891-08-19T00:00:00Z,1972-06-18T00:00:00Z
Nadezhda,Nadezhda Krupskaya,female,1869-02-14T00:00:00Z,1939-02-27T00:00:00Z
Kosmodemyanskaya,Lyubov Kosmodemyanskaya,female,1900-09-21T00:00:00Z,1978-05-07T00:00:00Z
Janacek,Leoš Janáček,male,1854-07-03T00:00:00Z,1928-08-12T00:00:00Z
Shoemaker,Eugene Merle Shoemaker,male,1928-04-28T00:00:00Z,1997-07-18T00:00:00Z
Levin,Boris Levin,male,1912-10-26T00:00:00Z,1989-04-10T00:00:00Z
Jacchia,Luigi Giuseppe Jacchia,male,1910-01-01T00:00:00Z,1996-01-01T00:00:00Z
Newell,"Homer E. Newell, Jr.",male,1915-01-01T00:00:00Z,1983-07-18T00:00:00Z
Kochera,Emil Theodor Kocher,male,1841-08-25T00:00:00Z,1917-07-27T00:00:00Z
Sahlia,Hermann Sahli,male,1856-05-23T00:00:00Z,1933-04-28T00:00:00Z
Galle,Johann Gottfried Galle,male,1812-06-09T00:00:00Z,1910-07-10T00:00:00Z
Opik,Ernst Öpik,male,1893-10-22T00:00:00Z,1985-09-10T00:00:00Z
Hugo,Victor Hugo,male,1802-02-26T00:00:00Z,1885-05-22T00:00:00Z
Otto Schmidt,Otto Schmidt,male,1891-09-18T00:00:00Z,1956-09-07T00:00:00Z
Dhotel,André Dhôtel,male,1900-09-01T00:00:00Z,1991-07-22T00:00:00Z
Ulyanov,Alexander Ulyanov,male,1866-03-31T00:00:00Z,1887-05-08T00:00:00Z
Ehrdni,Erndi Delikov,male,1914-11-22T00:00:00Z,1942-07-21T00:00:00Z
Wallenquist,Åke Wallenquist,male,1904-01-16T00:00:00Z,1994-04-08T00:00:00Z
Nissen,Juan José Nissen,male,1901-01-01T00:00:00Z,1978-01-01T00:00:00Z
Karl-Ontjes,Karl-Ontjes Groeneveld,male,1935-01-01T00:00:00Z,
Gerasimovich,Boris Gerasimovich,male,1889-03-19T00:00:00Z,1937-11-30T00:00:00Z
Tanya,Tanya Savicheva,female,1930-01-23T00:00:00Z,1944-07-01T00:00:00Z
Wetherill,George Wetherill,male,1925-08-12T00:00:00Z,2006-07-19T00:00:00Z
Mayall,Nicholas Mayall,male,1906-05-09T00:00:00Z,1993-01-05T00:00:00Z
Zhukov,Georgy Zhukov,male,1896-11-19T00:00:00Z,1974-06-18T00:00:00Z
Jugta,Jay U. Gunter,male,1911-01-15T00:00:00Z,1994-11-14T00:00:00Z
Priscilla,Priscilla Fairfield Bok,female,1896-04-14T00:00:00Z,1975-11-19T00:00:00Z
Landau,Lev Landau,male,1908-01-09T00:00:00Z,1968-04-01T00:00:00Z
Jimarnold,James R. Arnold,male,1923-05-05T00:00:00Z,2012-01-06T00:00:00Z
Marietta,Marietta Shaginyan,female,1888-03-21T00:00:00Z,1982-03-20T00:00:00Z
Blaauw,Adriaan Blaauw,male,1914-04-12T00:00:00Z,2010-12-01T00:00:00Z
Kharadze,Evgeni Kharadze,male,1907-10-18T00:00:00Z,2001-10-10T00:00:00Z
Hadwiger,Hugo Hadwiger,male,1908-12-23T00:00:00Z,1981-10-29T00:00:00Z
Hannibal,Hannibal,male,0247-01-01T00:00:00Z,0183-01-01T00:00:00Z
Underhill,Anne Barbara Underhill,female,1920-06-12T00:00:00Z,2003-07-03T00:00:00Z
Ashbrook,Joseph Ashbrook,male,1918-04-04T00:00:00Z,1980-08-04T00:00:00Z
Tietjen,Friedrich Tietjen,male,1832-10-15T00:00:00Z,1895-06-21T00:00:00Z
Kukkamaki,T. J. Kukkamäki,male,1909-10-11T00:00:00Z,1997-05-05T00:00:00Z
Spitzer,Lyman Spitzer,male,1914-06-26T00:00:00Z,1997-03-31T00:00:00Z
Grissom,Gus Grissom,male,1926-04-03T00:00:00Z,1967-01-27T00:00:00Z
Korczak,Janusz Korczak,male,1878-07-22T00:00:00Z,1942-08-07T00:00:00Z
Lyalya,Yelena Ubiyvovk,female,1918-11-22T00:00:00Z,1942-05-26T00:00:00Z
Young,Charles Augustus Young,male,1834-12-15T00:00:00Z,1908-01-03T00:00:00Z
Swope,Henrietta Hill Swope,female,1902-10-26T00:00:00Z,1980-11-24T00:00:00Z
Maresjev,Alexey Maresyev,male,1916-05-20T00:00:00Z,2001-05-18T00:00:00Z
Andrea Doria,Andrea Doria,male,1466-11-30T00:00:00Z,1560-11-25T00:00:00Z
Oliver,Bernard M. Oliver,male,1916-05-17T00:00:00Z,1995-11-23T00:00:00Z
